Name,slug,Network,Cashback,"Tracking Url","Store Url",Description,"Terms & Conditions","Extra Info",Status
Suntransfers.com,CJ,,"GBP 0.00",https://www.kqzyfj.com/click-100179843-14350132-1602754458000,https://www.suntransfers.com/,,,,1
"Sun Pyramid Health",CJ,,45.00%,https://www.tkqlhce.com/click-100179843-14031055-1587157796000,https://www.phen375.com,,,,1
CuriosityStream,CJ,,80.00%,https://www.anrdoezrs.net/click-100179843-14102961-1595971711000,https://curiositystream.com/,,,,1
BRASTY.PL,CJ,,1.00%,https://www.dpbolvw.net/click-100179843-14499188-1617573766000,https://www.brasty.pl/,,,,1
"Coastal Scents",CJ,,7.00%,https://www.dpbolvw.net/click-100179843-14310046-1604953438000,http://www.coastalscents.com/,,,,1
"Footshop - FR",CJ,,5.00%,https://www.jdoqocy.com/click-100179843-12674350-1550759250000,https://www.footshop.fr/fr,,,,1
Muziker.com,CJ,,1.00%,https://www.dpbolvw.net/click-100179843-14438697-1611236270000,https://www.muziker.com,,,,1
Fairyseason,CJ,,13.00%,https://www.dpbolvw.net/click-100179843-12894292-1535582459000,http://www.fairyseason.com/,,,,1
TheApolloBox.com,CJ,,5.00%,https://www.kqzyfj.com/click-100179843-12518353-1534877079000,https://www.theapollobox.com/,,,,1
Kinguin,CJ,,5.00%,https://www.kqzyfj.com/click-100179843-14370042-1610369472000,http://www.kinguin.net/,,,,1
EricDress.com,CJ,,10.00%,https://www.kqzyfj.com/click-100179843-13857804-1571106409000,http://www.ericdress.com/,,,,1
"Banggood CJ Affiliate Program",CJ,,3.00%,https://www.tkqlhce.com/click-100179843-12637573-1582907428000,http://www.banggood.com,,,,1
"Priceline.com Europe",CJ,,3.00%,https://www.jdoqocy.com/click-100179843-12221799-1583846779000,http://priceline.com,,,,1
"Careington Dental",CJ,,30.00%,https://www.tkqlhce.com/click-100179843-14415626-1614719849000,https://www1.careington.com/index.aspx,,,,1
3dcart,CJ,,300.00%,https://www.dpbolvw.net/click-100179843-12906637-1491932260000,http://www.3dcart.com,,,,1
"Ethel M Chocolates",CJ,,8.00%,https://www.tkqlhce.com/click-100179843-14496813-1617234462000,http://www.ethelm.com,,,,1
"Trip.com (Global)",CJ,,5.50%,https://www.kqzyfj.com/click-100179843-13340904-1597315400000,https://www.trip.com/,,,,1
E-file.com,CJ,,40.00%,https://www.anrdoezrs.net/click-100179843-11921710-1534962117000,http://www.e-file.com/,,,,1
nixplay,CJ,,4.00%,https://www.dpbolvw.net/click-100179843-13817783-1574275024000,https://www.nixplay.com/,,,,1
DiscountGlasses.com,CJ,,16.00%,https://www.tkqlhce.com/click-100179843-13314897-1586463435000,http://www.discountglasses.com,,,,1
"ABBYY USA ",CJ,,15.00%,https://www.anrdoezrs.net/click-100179843-14493980-1617023079000,https://www.abbyy.com,,,,1
AppyPie.com,CJ,,"USD 0.00",https://www.tkqlhce.com/click-100179843-14039892-1588257457000,http://www.AppyPie.com,,,,1
ShipStation,CJ,,"USD 0.00",https://www.kqzyfj.com/click-100179843-11646582-1545147444000,https://www.shipstation.com,,,,1
EDCskincare.com,CJ,,5.00%,https://www.jdoqocy.com/click-100179843-14476419-1614987391000,http://www.EDCskincare.com,,,,1
DHGate,CJ,,2.00%,https://www.jdoqocy.com/click-100179843-13965054-1599644884000,http://www.dhgate.com/,,,,1
ClickMeeting,CJ,,30.00%,https://www.tkqlhce.com/click-100179843-13719125-1557993141000,http://www.clickmeeting.com,,,,1
"Green Man Gaming",CJ,,2.00%,https://www.dpbolvw.net/click-100179843-13798704-1582199507000,http://www.greenmangaming.com,,,,1
GeekBuying,CJ,,4.00%,https://www.tkqlhce.com/click-100179843-14472581-1614676404000,https://www.geekbuying.com/,,,,1
Fold3.com,CJ,,30.00%,https://www.anrdoezrs.net/click-100179843-10929304-1536608253000,http://www.Fold3.com/,,,,1
CalChamber,CJ,,15.00%,https://www.dpbolvw.net/click-100179843-14302727-1617321375000,https://store.calchamber.com/,,,,1
Easyspace,CJ,,10.00%,https://www.anrdoezrs.net/click-100179843-11361348-1556635414000,http://www.easyspace.com,,,,1
Bullguard,CJ,,35.00%,https://www.jdoqocy.com/click-100179843-11590493-1604408330000,http://www.bullguard.com,,,,1
"Bistro MD",CJ,,"USD 45.00",https://www.kqzyfj.com/click-100179843-11994498-1539799934000,http://www.BistroMD.com,,,,1
A1Supplements.com,CJ,,3.00%,https://www.tkqlhce.com/click-100179843-14389756-1605890897000,http://www.A1Supplements.com,,,,1
"ESET North America",CJ,,20.00%,https://www.anrdoezrs.net/click-100179843-14462142-1613495144000,https://www.eset.com/us/,,,,1
"BetterWorld.com - New, Used, Rare Books & Textbooks",CJ,,5.00%,https://www.anrdoezrs.net/click-100179843-13403082-1535734973000,http://www.betterworldbooks.com,,,,1
"Cashmere Boutique",CJ,,7.00%,https://www.anrdoezrs.net/click-100179843-14034859-1587679113000,https://www.cashmereboutique.com,,,,1
"123 Reg",CJ,,10.00%,https://www.dpbolvw.net/click-100179843-13756149-1561040895000,http://www.123-reg.co.uk,,,,1
EdenFantasys.com,CJ,,20.00%,https://www.tkqlhce.com/click-100179843-11027282-1589491434000,http://www.edenfantasys.com,,,,1
"CLUBS OF AMERICA GIFT-OF-THE-MONTH-CLUBS",CJ,,"USD 12.00",https://www.jdoqocy.com/click-100179843-11927075-1511297079000,http://www.greatclubs.com,,,,1
"Brian Tracy",CJ,,25.00%,https://www.kqzyfj.com/click-100179843-12849499-1537994597000,http://www.briantracy.com?utm_medium=affiliate&utm_source=cj.com,,,,1
Domain.com,CJ,,30.00%,https://www.anrdoezrs.net/click-100179843-13868867-1607992909000,http://www.domain.com/,,,,1
"Adagio Teas",CJ,,5.00%,https://www.anrdoezrs.net/click-100179843-14481482-1615568400000,http://www.adagio.com,,,,1
"Bonsai Boy of New York",CJ,,20.00%,https://www.dpbolvw.net/click-100179843-11054107-1613614008000,http://www.bonsaiboy.com,,,,1
"Flowers Fast",CJ,,20.00%,https://www.dpbolvw.net/click-100179843-13462919-1611178876000,http://www.FlowersFast.com,,,,1
EnviroBuild,CJ,,3.00%,https://www.kqzyfj.com/click-100179843-14448330-1615294406000,https://www.envirobuild.com/,,,,1
"Chili Technology",CJ,,3.00%,https://www.kqzyfj.com/click-100179843-14490595-1616644904000,https://www.chilisleep.com/,,,,1
"Kindred Soul Ltd",CJ,,"GBP 2.00",https://www.dpbolvw.net/click-100179843-14319164-1610535902000,https://kindred.co/extension,,,,1
"Connecticut BioTech",CJ,,15.00%,https://www.anrdoezrs.net/click-100179843-14398787-1606322782000,https://store.ctbiotech.com/,,,,1
"BlueFin Trading Company",CJ,,10.00%,https://www.anrdoezrs.net/click-100179843-14457180-1612913280000,http://www.bluefinfitness.com,,,,1
"Direct CBD Online",CJ,,10.00%,https://www.kqzyfj.com/click-100179843-14388973-1605882145000,https://www.directcbdonline.com,,,,1
"Arfacemask COM",CJ,,10.00%,https://www.anrdoezrs.net/click-100179843-14476470-1615004184000,http://arfacemask.com/,,,,1
BuddyLove,CJ,,10.00%,https://www.tkqlhce.com/click-100179843-14321127-1599621006000,http://buddylove.com,,,,1
"Let's Roam Scavenger Hunts",CJ,,20.00%,https://www.tkqlhce.com/click-100179843-13923636-1618395141000,https://www.letsroam.com/,,,,1
AuraGlow,CJ,,8.00%,https://www.dpbolvw.net/click-100179843-13610929-1552068180000,http://www.auraglow.com,,,,1
"ELLY Server",CJ,,10.00%,https://www.dpbolvw.net/click-100179843-13625288-1550663031000,http://ellyserver.de,,,,1
OnePlus,CJ,,2.00%,https://www.kqzyfj.com/click-100179843-14385990-1605781700000,https://www.oneplus.com,,,,1
Tenorshare/PassFab,CJ,,50.00%,https://www.kqzyfj.com/click-100179843-13805224-1592933670000,https://www.tenorshare.com,,,,1
TRS,CJ,,20%,https://www.dpbolvw.net/click-100179843-14441814-1611304431000,trs.com,"very good",none,none,0
"My Trading Skills",CJ,,"GBP 15.00",https://www.dpbolvw.net/click-100179843-14441814-1611304431000,https://mytradingskills.com/award-winning-course,"The worst storeVery badNever buy from usdon't waste your money",ss,ss,1
"Arfacemask COM",CJ,,10.00%,https://www.dpbolvw.net/click-100179843-14476471-1615004204000,http://arfacemask.com/,,,,1
"Energy Dots",CJ,,10.00%,https://www.jdoqocy.com/click-100179843-14473197-1614709911000,http://www.energydots.com,,,,1
"Life in Paradigm",CJ,,12.00%,https://www.anrdoezrs.net/click-100179843-14313267-1611308290000,https://lifeinparadigm.com/,,,,1
"VitaminExpress INT",CJ,,20.00%,https://www.anrdoezrs.net/click-100179843-14468261-1614293940000,https://www.vitaminexpress.org/en/,,,,1
"Pai Skincare",CJ,,10.00%,https://www.tkqlhce.com/click-100179843-14490859-1616666196000,http://paiskincare.com,,,,1
"Jecca Blac INT",CJ,,8.00%,https://www.jdoqocy.com/click-100179843-14446389-1612867429000,https://jeccablac.com/,,,,1
EnviroBuild,CJ,,3.00%,https://www.jdoqocy.com/click-100179843-14448330-1615294406000,https://www.envirobuild.com/,,,,1
"Tripollar Global",CJ,,7.00%,https://www.kqzyfj.com/click-100179843-14450288-1612258116000,https://mytripollar.com/,,,,1
"CBDistillery UK",CJ,,10.00%,https://www.jdoqocy.com/click-100179843-14375012-1609869281000,https://thecbdistillery.co.uk,,,,1
"Chili Technology",CJ,,3.00%,https://www.anrdoezrs.net/click-100179843-14490595-1616644904000,https://www.chilisleep.com/,,,,1
"Kindred Soul Ltd",CJ,,"GBP 2.00",https://www.tkqlhce.com/click-100179843-14319164-1610535902000,https://kindred.co/extension,,,,1
"Connecticut BioTech",CJ,,15.00%,https://www.tkqlhce.com/click-100179843-14398787-1606322782000,https://store.ctbiotech.com/,,,,1
"BlueFin Trading Company",CJ,,10.00%,https://www.jdoqocy.com/click-100179843-14331035-1602633079000,http://www.bluefinfitness.com,,,,1
"Direct CBD Online",CJ,,10.00%,https://www.dpbolvw.net/click-100179843-14388973-1605882145000,https://www.directcbdonline.com,,,,1
"Coffee Friend",CJ,,10.00%,https://www.jdoqocy.com/click-100179843-14333792-1601024349000,http://thecoffeemate.co.uk,,,,1
"Lee Stafford",CJ,,6.00%,https://www.dpbolvw.net/click-100179843-14102317-1597052139000,https://www.leestafford.de,,,,1
CreatorUp,CJ,,15.00%,https://www.jdoqocy.com/click-100179843-14488273-1616442127000,http://www.creatorup.com,,,,1
"ChromeBurner - INT",CJ,,10.00%,https://www.kqzyfj.com/click-100179843-14494016-1617028200000,https://www.chromeburner.com/,,,,1
Ecipele.hr,CJ,,6.00%,https://www.jdoqocy.com/click-100179843-14084695-1601032550000,https://www.ecipele.hr/,,,,1
"CBD One",CJ,,5.00%,https://www.tkqlhce.com/click-100179843-14312093-1598536725000,https://cbd-one.co.uk/,,,,1
Eobuv.com.ua,CJ,,6.00%,https://www.tkqlhce.com/click-100179843-14493743-1616850407000,https://www.eobuv.com.ua/,,,,1
"Brick House",CJ,,15.00%,https://www.anrdoezrs.net/click-100179843-14059858-1590691824000,http://www.brickhousenutrition.com,,,,1
"Duke Cannon Supply Co",CJ,,5.00%,https://www.anrdoezrs.net/click-100179843-14052270-1596728633000,https://www.dukecannon.com,,,,1
"Alpha Hosting",CJ,,"USD 0.00",https://www.dpbolvw.net/click-100179843-14363795-1604076920000,https://www.alphahosting.com,,,,1
"Easyprint - INT",CJ,,20.00%,https://www.anrdoezrs.net/click-100179843-14360615-1603900049000,https://easyprint.com/de/,,,,1
E-glamour.pl,CJ,,4.00%,https://www.jdoqocy.com/click-100179843-14450473-1616674232000,https://www.e-glamour.pl/,,,,1
"Dr. Strains CBD",CJ,,20.00%,https://www.dpbolvw.net/click-100179843-14047119-1613600386000,https://www.drstrainscbd.com/,,,,1
"Eden's Herbals",CJ,,20.00%,https://www.anrdoezrs.net/click-100179843-14104890-1596135139000,https://edensherbals.com,,,,1
ArtNaturals.com,CJ,,15.00%,https://www.anrdoezrs.net/click-100179843-14478279-1615316057000,https://artnaturals.com/,,,,1
"Doc Patels",CJ,,25.00%,https://www.jdoqocy.com/click-100179843-14051805-1589839884000,https://docpatels.com/,,,,1
"ebikes4you INT",CJ,,4.00%,https://www.jdoqocy.com/click-100179843-14056919-1615369954000,https://www.e-bikes4you.com/,,,,1
"Pure Sport CBD",CJ,,10.00%,https://www.tkqlhce.com/click-100179843-14457240-1612929543000,https://puresportcbd.co.uk/,,,,1
"Bed Threads",CJ,,5.00%,https://www.dpbolvw.net/click-100179843-14027878-1592961960000,http://www.bedthreads.com,,,,1
"Firstcry - MENA",CJ,,12.00%,https://www.jdoqocy.com/click-100179843-14421797-1608533289000,https://www.firstcry.ae/,,,,1
Badinka.com,CJ,,10.00%,https://www.tkqlhce.com/click-100179843-14445343-1611753385000,https://badinka.com/,,,,1
CCC.eu/sk,CJ,,10.00%,https://www.dpbolvw.net/click-100179843-14024606-1603727547000,https://ccc.eu/sk/,,,,1
Alza.co.uk,CJ,,1.50%,https://www.anrdoezrs.net/click-100179843-14023975-1591795829000,https://www.alza.co.uk/,,,,1
"AS Garden",CJ,,10.00%,https://www.kqzyfj.com/click-100179843-14002158-1584109837000,http://www.as-garten.de,,,,1
CBDResellers.com,CJ,,10.00%,https://www.jdoqocy.com/click-100179843-14337017-1601987192000,https://www.cbdresellers.com,,,,1
"Handpicked CBD",CJ,,5.00%,https://www.kqzyfj.com/click-100179843-14466492-1614009063000,https://handpickedcbd.com/,,,,1
Babyonlinewholesale,CJ,,12.00%,https://www.dpbolvw.net/click-100179843-14042989-1600796345000,https://www.babyonlinewholesale.com/,,,,1
Mahabis,CJ,,7.50%,https://www.jdoqocy.com/click-100179843-14483169-1615850477000,http://www.mahabis.com,,,,1
NordPass,CJ,,30.00%,https://www.kqzyfj.com/click-100179843-13868747-1588674399000,https://nordpass.com/,,,,1
"Allies of Skin - INT",CJ,,8.00%,https://www.kqzyfj.com/click-100179843-13915844-1607346528000,https://alliesofskin.com,,,,1
FITE,CJ,,10.00%,https://www.anrdoezrs.net/click-100179843-14446059-1612901716000,https://www.fite.tv/,,,,1
Eobuv.sk,CJ,,6.00%,https://www.dpbolvw.net/click-100179843-13978488-1601032498000,https://www.eobuv.sk/,,,,1
Eobuv.cz,CJ,,6.00%,https://www.dpbolvw.net/click-100179843-13941797-1603445543000,https://www.eobuv.cz/,,,,1
"OYO Rooms",CJ,,0.00%,https://www.kqzyfj.com/click-100179843-13850223-1599843254000,https://www.oyorooms.com/gb,,,,1
Boomf,CJ,,8.00%,https://www.tkqlhce.com/click-100179843-14366906-1610537963000,https://boomf.com/,,,,1
"MakeUp Eraser",CJ,,10.00%,https://www.tkqlhce.com/click-100179843-14494132-1617033872000,https://makeuperaser.com/,,,,1
"Built Bar",CJ,,7.00%,https://www.jdoqocy.com/click-100179843-14395419-1606175100000,https://builtbar.com,,,,1
HYSTOU,CJ,,8.00%,https://www.kqzyfj.com/click-100179843-14351786-1610760583000,https://www.hystou.com,,,,1
VyprVPN,CJ,,"USD 12.95",https://www.tkqlhce.com/click-100179843-14297387-1614701027000,http://www.vyprvpn.com/refer,,,,1
"Bad&Bold - DACH",CJ,,5.00%,https://www.dpbolvw.net/click-100179843-13870973-1573214389000,https://www.badandbold.com/,,,,1
"Footshop - UK",CJ,,5.00%,https://www.anrdoezrs.net/click-100179843-14371610-1604933796000,https://www.ftshp.co.uk/en-uk/,,,,1
Restoro,CJ,,100.00%,https://www.tkqlhce.com/click-100179843-14102055-1597773816000,https://www.restoro.com/,,,,1
"Brain Sensei",CJ,,10.00%,https://www.dpbolvw.net/click-100179843-14448621-1611950823000,https://brainsensei.com,,,,1
BuddyLove,CJ,,10.00%,https://www.kqzyfj.com/click-100179843-14321127-1599621006000,http://buddylove.com,,,,1
"Let's Roam Scavenger Hunts",CJ,,20.00%,https://www.dpbolvw.net/click-100179843-14446939-1611954723000,https://www.letsroam.com/,,,,1
DAVIDsTEA,CJ,,8.00%,https://www.dpbolvw.net/click-100179843-14434941-1610555663000,https://www.davidstea.com,,,,1
AuraGlow,CJ,,8.00%,https://www.jdoqocy.com/click-100179843-13610929-1552068180000,http://www.auraglow.com,,,,1
"ELLY Server",CJ,,10.00%,https://www.anrdoezrs.net/click-100179843-13625288-1550663031000,http://ellyserver.de,,,,1
OnePlus,CJ,,2.00%,https://www.kqzyfj.com/click-100179843-14385990-1605781700000,https://www.oneplus.com,,,,1
Tenorshare/PassFab,CJ,,50.00%,https://www.dpbolvw.net/click-100179843-14029022-1592933670000,https://www.tenorshare.com,,,,1
"aSquared Nutrition",CJ,,7.00%,https://www.anrdoezrs.net/click-100179843-13555756-1545955257000,http://www.asquarednutrition.com,,,,1
Urbanista,CJ,,5.00%,https://www.tkqlhce.com/click-100179843-14490566-1616642016000,http://www.urbanista.com,,,,1
Boombod,CJ,,10.00%,https://www.jdoqocy.com/click-100179843-13807119-1566413280000,https://boombod.com/,,,,1
"Barnwood USA",CJ,,4.00%,https://www.anrdoezrs.net/click-100179843-14062335-1597866046000,https://barnwoodusa.com/,,,,1
"Ben Hogan Golf Equipment",CJ,,4.00%,https://www.dpbolvw.net/click-100179843-13494113-1615226983000,https://benhogangolf.com/,,,,1
"Booking.com Central and Eastern Europe",CJ,,4.00%,https://www.jdoqocy.com/click-100179843-14104396-1597064802000,http://www.booking.com,,,,1
"AvaCare Medical",CJ,,5.00%,https://www.tkqlhce.com/click-100179843-13376996-1536865395000,http://www.avacaremedical.com,,,,1
"AVIANCA US",CJ,,3.00%,https://www.jdoqocy.com/click-100179843-14077553-1615897210000,http://www.avianca.com,,,,1
Edureka,CJ,,15.00%,https://www.jdoqocy.com/click-100179843-13835471-1569349751000,https://www.edureka.co,,,,1
"AVIANCA EU",CJ,,3.00%,https://www.tkqlhce.com/click-100179843-14077744-1592831786000,http://www.avianca.com,,,,1
"Bollman Hat Co.",CJ,,10.00%,https://www.kqzyfj.com/click-100179843-13971866-1614775537000,https://www.hats.com,,,,1
"Heimdal Security Affiliate Program",CJ,,50.00%,https://www.jdoqocy.com/click-100179843-13419556-1554474672000,https://heimdalsecurity.com,,,,1
"Exam Edge",CJ,,15.00%,https://www.tkqlhce.com/click-100179843-13275669-1608148945000,http://www.examedge.com,,,,1
Plantronics,CJ,,3.00%,https://www.kqzyfj.com/click-100179843-14082986-1596123942000,https://www.poly.com/us/en,,,,1
"Life Extension Europe",CJ,,10.00%,https://www.jdoqocy.com/click-100179843-13278189-1602570027000,https://www.lifeextensioneurope.com/,,,,1
"Carolina Footwear",CJ,,10.00%,https://www.anrdoezrs.net/click-100179843-13221430-1549570099000,https://www.carolinashoe.com/,,,,1
Movavi,CJ,,30.00%,https://www.dpbolvw.net/click-100179843-14376470-1605181781000,https://www.Movavi.com,,,,1
CheapOair.ca,CJ,,"CAD 0.00",https://www.jdoqocy.com/click-100179843-13272167-1608628711000,https://www.cheapoair.ca/,,,,1
Fanatical,CJ,,5.00%,https://www.dpbolvw.net/click-100179843-14099377-1595499855000,https://www.fanatical.com,,,,1
Bcdkey.com,CJ,,3.00%,https://www.tkqlhce.com/click-100179843-14432850-1614750099000,https://www.bcdkey.com/,,,,1
"RS Components Ltd- UK",CJ,,5.00%,https://www.tkqlhce.com/click-100179843-13611587-1568370073000,http://www.rs-components.com,,,,1
"RDX Sports",CJ,,10.00%,https://www.tkqlhce.com/click-100179843-13176717-1536579109000,https://rdxsports.co.uk/,,,,1
"Parfumdreams Global",CJ,,3.00%,https://www.anrdoezrs.net/click-100179843-13483949-1596434937000,http://www.parfumdreams.com,,,,1
"Buckle&Seam INT",CJ,,15.00%,https://www.anrdoezrs.net/click-100179843-14104489-1614071247000,http://buckleandseam.com,,,,1
"My Social Book",CJ,,10.00%,https://www.kqzyfj.com/click-100179843-12966174-1612209734000,https://www.mysocialbook.com/,,,,1
Aaptiv,CJ,,"USD 30.00",https://www.dpbolvw.net/click-100179843-13917321-1591889122000,https://aaptiv.com,,,,1
"Oxford Biolabs",CJ,,10.00%,https://www.dpbolvw.net/click-100179843-12967397-1594657909000,https://www.oxfordbiolabs.com,,,,1
CAVIALLO.EU,CJ,,10.00%,https://www.kqzyfj.com/click-100179843-12965995-1527160230000,http://www.caviallo.eu,,,,1
"Raffaello Network",CJ,,6.00%,https://www.anrdoezrs.net/click-100179843-12947889-1573465397000,http://www.rafnet.com/home,,,,1
"D-SPORT.CZ & DSPORT.SK",CJ,,13.00%,https://www.anrdoezrs.net/click-100179843-13320418-1537281370000,https://www.d-sport.cz,,,,1
Sobelia,CJ,,3.00%,https://www.jdoqocy.com/click-100179843-14038051-1588108348000,https://www.sobelia.com/,,,,1
BABICKARSTVO.SK,CJ,,3.00%,https://www.kqzyfj.com/click-100179843-14034122-1587633490000,http://www.babickarstvo.sk/,,,,1
"Born Shoes",CJ,,15.00%,https://www.tkqlhce.com/click-100179843-13457477-1549570309000,http://www.bornshoes.com/default.aspx?&refurl=cj,,,,1
Bellelily,CJ,,13.00%,https://www.anrdoezrs.net/click-100179843-14466883-1615493648000,http://www.bellelily.com/,,,,1
NordVPN,CJ,,40.00%,https://www.jdoqocy.com/click-100179843-14063115-1593166388000,https://NordVPN.com,,,,1
"Living DNA",CJ,,10.00%,https://www.kqzyfj.com/click-100179843-13878336-1594453300000,http://www.livingdna.com,,,,1
"Balance by bistroMD",CJ,,7.00%,https://www.dpbolvw.net/click-100179843-13885031-1574064020000,https://www.mybalancemeals.com/,,,,1
e-McKlein.pl,CJ,,3.00%,https://www.kqzyfj.com/click-100179843-12844300-1527160336000,http://e-mcklein.pl/,,,,1
Newchic,CJ,,14.00%,https://www.kqzyfj.com/click-100179843-14379873-1605342558000,http://www.newchic.com,,,,1
Zaful,CJ,,16.00%,https://www.dpbolvw.net/click-100179843-14385563-1605771671000,http://www.zaful.com/,,,,1
"Haynes Referral Programme",CJ,,8.00%,https://www.kqzyfj.com/click-100179843-14070683-1591822770000,http://www.haynes.com,,,,1
Dresslily,CJ,,16.00%,https://www.tkqlhce.com/click-100179843-14488501-1616482422000,http://www.dresslily.com/,,,,1
Dia&Co,CJ,,3.00%,https://www.tkqlhce.com/click-100179843-14322182-1612969590000,https://www.dia.com,,,,1
SVMoscow,CJ,,14.00%,https://www.tkqlhce.com/click-100179843-13781002-1615976100000,https://svmoscow.com/,,,,1
Suntransfers.com,CJ,,"GBP 0.00",https://www.tkqlhce.com/click-100179843-14350132-1602754458000,https://www.suntransfers.com/,,,,1
"Sun Pyramid Health",CJ,,45.00%,https://www.anrdoezrs.net/click-100179843-14031055-1587157796000,https://www.phen375.com,,,,1
CuriosityStream,CJ,,80.00%,https://www.dpbolvw.net/click-100179843-14074131-1592354790000,https://curiositystream.com/,,,,1
BRASTY.PL,CJ,,1.00%,https://www.anrdoezrs.net/click-100179843-13096548-1516106764000,https://www.brasty.pl/,,,,1
"Footshop - FR",CJ,,5.00%,https://www.tkqlhce.com/click-100179843-12554727-1550759251000,https://www.footshop.fr/fr,,,,1
"Coastal Scents",CJ,,7.00%,https://www.dpbolvw.net/click-100179843-14310046-1604953438000,http://www.coastalscents.com/,,,,1
Muziker.com,CJ,,1.00%,https://www.anrdoezrs.net/click-100179843-14438697-1611236270000,https://www.muziker.com,,,,1
Fairyseason,CJ,,13.00%,https://www.jdoqocy.com/click-100179843-12894292-1535582459000,http://www.fairyseason.com/,,,,1
eibmarkt.com,CJ,,2.00%,https://www.kqzyfj.com/click-100179843-12308108-1475593308000,https://eibmarkt.com/en/index.html,,,,1
Kinguin,CJ,,5.00%,https://www.tkqlhce.com/click-100179843-14464028-1613641929000,http://www.kinguin.net/,,,,1
"Banggood CJ Affiliate Program",CJ,,3.00%,https://www.tkqlhce.com/click-100179843-12637573-1582907428000,http://www.banggood.com,,,,1
EricDress.com,CJ,,10.00%,https://www.tkqlhce.com/click-100179843-12533579-1508345303000,http://www.ericdress.com/,,,,1
"Priceline.com Europe",CJ,,3.00%,https://www.jdoqocy.com/click-100179843-12221799-1583846779000,http://priceline.com,,,,1
"Careington Dental",CJ,,30.00%,https://www.anrdoezrs.net/click-100179843-14415626-1614719849000,https://www1.careington.com/index.aspx,,,,1
3dcart,CJ,,300.00%,https://www.kqzyfj.com/click-100179843-12906637-1491932260000,http://www.3dcart.com,,,,1
EDCskincare.com,CJ,,5.00%,https://www.kqzyfj.com/click-100179843-14476419-1614987391000,http://www.EDCskincare.com,,,,1
DHGate,CJ,,2.00%,https://www.tkqlhce.com/click-100179843-13965054-1599644884000,http://www.dhgate.com/,,,,1
"CBAZAAR-World's Largest Online Indian Ethnic Wear",CJ,,3.00%,https://www.jdoqocy.com/click-100179843-13189597-1616058596000,http://www.cbazaar.com,,,,1
Eyeglasses.com,CJ,,9.00%,https://www.jdoqocy.com/click-100179843-11143082-1535408836000,http://www.eyeglasses.com,,,,1
"(IS) Interserver Webhosting and VPS ",CJ,,"USD 100.00",https://www.kqzyfj.com/click-100179843-11793713-1554233735000,https://www.interserver.net,,,,1
"Auto Europe Car Rentals",CJ,,"USD 0.00",https://www.jdoqocy.com/click-100179843-12943793-1613682205000,http://www.autoeurope.com,,,,1
CashAdvance.com,CJ,,"USD 100.00",https://www.dpbolvw.net/click-100179843-14083098-1593521604000,http://www.cashadvance.com,,,,1
